timestamp,value
2025-05-03T16:08:53.407401,79.85905167358784
2025-05-03T16:09:06.407173,38.3063002272869
2025-05-03T16:09:07.407894,5.7323635758590115
2025-05-03T16:09:08.407748,33.28998077511385
2025-05-03T16:09:21.408355,8.13855249511577
2025-05-03T16:09:24.408106,78.07145708462609
2025-05-03T16:09:25.408214,75.83106782382207
2025-05-03T16:09:27.407919,83.50620593770373
2025-05-03T16:09:30.408133,34.4163654167434
2025-05-03T16:09:33.406922,48.045548540129445
2025-05-03T16:09:34.407950,77.08269945064143
2025-05-03T16:09:35.407663,78.28088938926821
2025-05-03T16:09:37.408643,60.12129362261339
2025-05-03T16:09:38.407440,2.594318786697636
2025-05-03T16:09:44.408330,26.79674820824549
2025-05-03T16:09:55.408863,99.81578977046722
2025-05-03T16:09:57.407707,92.70584891301927
2025-05-03T16:09:58.408921,7.2607331118327405
2025-05-03T16:09:59.408404,13.350261694555797
2025-05-03T16:10:00.408513,96.54150652704958
2025-05-03T16:10:03.407070,3.498861168281553
2025-05-03T16:10:04.408454,28.91616511897923
2025-05-03T16:10:06.408288,86.47657883906626
2025-05-03T16:10:07.408926,23.344143655511562
2025-05-03T16:10:08.407973,4.043833067235836
2025-05-03T16:10:11.408941,36.681855075939765
2025-05-03T16:10:13.408662,31.59288201212722
2025-05-03T16:10:24.408023,51.89230848460927
2025-05-03T16:10:25.408222,5.142949385805151
2025-05-03T16:10:37.571584,14.173924323819232
2025-05-03T16:10:38.408341,77.82024656271264
2025-05-03T16:10:39.408631,42.09856976328095
2025-05-03T16:10:41.409704,87.49849060367153
2025-05-03T16:10:47.409609,50.85228025427415
2025-05-03T16:10:51.408752,0.6369793297890225
2025-05-03T16:10:52.409412,17.895037979302508
2025-05-03T16:10:57.409205,6.67482252192344
2025-05-03T16:11:05.409069,54.49663598220237
2025-05-03T16:11:07.409824,82.18255211002217
2025-05-03T16:11:12.409183,76.95093309377954
2025-05-03T16:11:28.409846,80.00851547583937
2025-05-03T16:11:30.408500,72.22762926412598
2025-05-03T16:11:37.410074,61.6776206067039
2025-05-03T16:11:40.409291,16.668594378960343
2025-05-03T16:11:45.409779,70.84706922750958
2025-05-03T16:11:49.409575,78.4282941878898
2025-05-03T16:11:56.409508,80.6559891597965
2025-05-03T16:12:01.409307,13.345301370090512
